Country	Channel Name	Category	Main Video Category	username	followers	Main topic	More topics	Likes	Boost Index	Engagement Rate	Engagement Rate 60days	Views	Views Avg.	Avg. 1 Day	Avg. 3 Day	Avg. 7 Day	Avg. 14 Day	Avg. 30 day	Avg. 60 day	Comments Avg	Youtube Link
US	Marshmello	Music	Music	Marshmello	55500000	Electronic music	Music,Hip hop music,Pop music,Electronic music	51156331.514925376	73	0.1114473013984133	0.0054349074223477	13279526225	2716910.5				85746.0	162863.5	167606.5	5497.365671641791	UCEdvpU2pFRCVqU6yIPyTpMQ
US	LooLoo Kids - Nursery Rhymes and Children's Songs	Music	Music	LooLoo Kids - Nursery Rhymes and Children's Songs	49400000	Entertainment	Music,Movies,Entertainment	25323367.15286624	66	0.2328456655820742	0.0197116458908171	28700714072	18526700.5		62846.0	206363.5	176466.625	371785.1363636364	927003.6	29.627388535031848	UC4NALVCmcmL5ntpV0thoH6w
US	JuegaGerman	Gaming & Apps	Gaming	JuegaGerman	45900000	Gaming	Gaming,Action game,Action-adventure game,Entertainment	641782272.754717	82	0.0953030218191668	0.0653533534168384	13594315965	5479511.75			3191661.6666666665	2530465.1428571427	2008041.5714285716	2644449.714285714	25812.18867924528	UCYiGq8XF7YQD00x7wAd62Zg
US	Billie Eilish	Gaming & Apps	Music	Billie Eilish	45900000	Music	Independent music,Music,Pop music	37371320.82142857	16	0.5631284655446878	0.0185098377684407	11810491835	18540721.25	0.0	0.0	0.0	0.0	0.0	0.0	37181.53571428572	UCiGm_E4ZwYSHV3bcW1pnSeQ
US	BRIGHT SIDE	Science & Tech	Howto & Style	BRIGHT SIDE	43700000	Lifestyle	Entertainment,Lifestyle,Movies	36932146.776236586	68	0.0114371937629994	0.0022514362128582	9969944772	395681.02124505927	31853.0	50485.57142857143	50726.31578947369	53092.58536585366	64779.45555555556	89134.58192090396	950.0900287882752	UC4rlAVgAK0SGk-yTfe48Qpw
US	Katy Perry	Gaming & Apps	Music	Katy Perry	43000000	Music	Music,Pop music	5322828.25862069	57	0.0328029647153167	0.0036615314755412	23815643998	1049132.0						109411.25	2540.344827586207	UCYvmuw-JtVrTZQ-7Y4kd63Q
US	Like Nastya Show		Entertainment	Like Nastya Show	41300000	Lifestyle	Music,Lifestyle,Hobby	39269151.59533074	80	0.3795535108958838	0.0080667858320535	18673777146	15267910.666666666		17459.0	233881.0	144042.0	164313.6923076923	266031.5	0.0	UCS94J1s6-qc8v7btCdS2pNg
US	Little Baby Bum - Nursery Rhymes & Kids Songs	Music	Education	Little Baby Bum - Nursery Rhymes & Kids Songs	39200000	Entertainment	Entertainment,Music,Movies	5749294.193817878	78	0.0221789286992992	0.0184218931971802	36748994170	792125.3333333333	25032.5	69746.75	268456.05	410841.6341463415	426330.2878787879	719102.0495867769	11.811194653299916	UCKAqou7V9FAWXpZd9xtOg3Q
US	TheEllenShow		Entertainment	TheEllenShow	38300000	Entertainment	Entertainment,TV shows,Movies	167231088.84348023	81	0.0145730939619584	0.0123300931878722	22274035516	383303.09364548494		12162.8	13738.047619047618	41222.10526315789	61318.82191780822	460233.900990099	332.9654702407996	UCp0hYYBW6IMayGgR-WeoCvQ
US	xxxtentacion		Music	xxxtentacion	37400000	Hip hop music	Music,Hip hop music,Pop music,Electronic music	33550305.397590365	65	0.1648996322364008	0.0383111462964156	9632080442	6642087.75					480777.8888888889	1147972.6666666667	18591.939759036144	UCM9r1xn6s30OnlJWb-jc3Sw
US	Kimberly Loaiza	Gaming & Apps	People & Blogs	Kimberly Loaiza	36900000	Lifestyle	Lifestyle,Technology	240742149.41860464	69	0.5432478694253122	0.2826760256612255	4188413314	25171683.25			6833904.0	7232641.0	6437136.0	9154056.166666666	96580.6046511628	UCQZfFRohQ7UX-0CdXl-6pwQ
US	Daddy Yankee	Music	Music	Daddy Yankee	36600000	Pop music	Music,Hip hop music,Electronic music,Music of Latin America,Pop music	188506752.48484847	72	1.733848590613611	0.0156997770050229	20194962867	34904111.25					70521.0	98956.0	17001.939393939392	UC9TO_oo4c_LrOiKNaY6aysA
US	Toys and Colors		Entertainment	Toys and Colors	36300000	Lifestyle	Hobby,Lifestyle,Entertainment	50988592.12030075	79	0.6518068848153442	0.0942885562183696	40261342099	27828993.05		397653.0	337525.6666666667	1325536.7142857143	2690516.066666667	3359176.966666667	0.0	UCgFXm4TI8htWmCyJ6cVPG_A
US	ABCkidTV - Nursery Rhymes	Gaming & Apps	Education	ABCkidTV - Nursery Rhymes	138000000	Movies	Entertainment,Music,Movies	220990134.604534	63	0.6417156982623298	0.1160036838833879	133025325473	70271260.25	1837916.0	1837916.0	4891832.0	7052576.5	12654329.666666666	15722844.705882354	146.70025188916875	UCbCmjCuTUZos6Inko4u57UQ
US	PewDiePie	Gaming & Apps	Gaming	PewDiePie	111000000	Lifestyle	Gaming,Action game,Lifestyle,Action-adventure game	2191405541.9968915	88	0.0634261274518041	0.0448460750046678	28424113942	7718344.847222222			3497395.0	3094440.4	3620273.5	4454119.625	35839.78134715026	UC-lHJZR3Gqxm24_Vd_AJ5Yw
US	MrBeast	Gaming & Apps	Entertainment	MrBeast	98100000	Lifestyle	Entertainment,Lifestyle,Technology	1731833460.8526316	60	0.7292095495953983	0.5702702245292129	16242634269	98762497.25			29941021.0	29941021.0	29941021.0	53434733.0	113432.37368421051	UCX6OQ3DkcsbYNE6H8uQQuVA
US	Like Nastya		People & Blogs	Like Nastya	97300000	Hobby	Lifestyle,Hobby	280877652.3913044	79	1.0267606736835264	0.2313880596385324	80111555805	138163704.5		3946868.0	5829929.0	9480138.25	13756907.666666666	22108751.05263158	0.2924901185770751	UCJplp5SjeGSdVdwsfb9Q7lQ
US	✿ Kids Diana Show	Gaming & Apps	Entertainment	✿ Kids Diana Show	97200000	Lifestyle	Lifestyle,Hobby	235190437.5142315	67	0.690341775052514	0.2438531204508441	77340155581	86417353.25			7539489.5	9148087.75	14347388.625	23467097.444444444	0.0	UCk8GzjMOrta8yxDcKfylJYw
US	Vlad and Niki		Entertainment	Vlad and Niki	83500000	Hobby	Lifestyle,Hobby	146245435.4059406	82	0.9763812137605976	0.1210662691172111	65143080313	108949716.5		4354700.0	3010898.0	3141540.75	6909962.375	9793168.6	0.0	UCvlE5gTbOvjiolFlEm-c_Ow
US	5-Minute Crafts	Gaming & Apps	Howto & Style	5-Minute Crafts	77000000	Lifestyle	Lifestyle,Hobby	158230212.5052886	73	0.0300607710533648	0.0051561705182931	22655274758	2045771.3664874556	60823.0	84666.0	112501.09523809524	170384.58536585365	216460.31764705884	367451.0120481928	726.3124811121185	UC295-Dw_tDNtZXFeAPAW6Aw
US	Pinkfong Baby Shark - Kids' Songs & Stories	Music	Education	Pinkfong Baby Shark - Kids' Songs & Stories	58700000	Music	Entertainment,Music,Movies	17219955.003514938	67	0.0347361655253584	0.0160457960718309	31514954950	1353212.7272727273	8062.0	91807.25	152501.88888888888	188689.0625	903627.5	934502.1898734176	5.00439367311072	UCcdwLMPsaU2ezNSJU1nFoBQ
US	Dude Perfect	Gaming & Apps	Sports	Dude Perfect	57800000	Lifestyle	Lifestyle	244293352.89626557	82	0.9034190270499216	0.4385109202142169	14560770809	62768767.25			7017878.0	7017878.0	33821451.666666664	24476021.4	36144.07883817428	UCRijo3ddMTht_IHyNSNXpNQ
US	Movieclips	Gaming & Apps	Film & Animation	Movieclips	57300000	Movies	Entertainment,Movies	39953044.14992679	72	0.0026005667886373	0.002025743307597	58434633172	81556.0713562753	2206.2	2206.2	8792.666666666666	35615.544117647056	86779.78205128205	114986.92063492064	65.46459463421786	UC3gNmTGu-TTbFPpfSs5kNkg
US	Marshmello	Music	Music	Marshmello	55500000	Electronic music	Music,Hip hop music,Pop music,Electronic music	51156331.514925376	73	0.1114473013984133	0.0054349074223477	13279526225	2716910.5				85746.0	162863.5	167606.5	5497.365671641791	UCEdvpU2pFRCVqU6yIPyTpMQ
US	LooLoo Kids - Nursery Rhymes and Children's Songs	Music	Music	LooLoo Kids - Nursery Rhymes and Children's Songs	49400000	Entertainment	Music,Movies,Entertainment	25323367.15286624	66	0.2328456655820742	0.0197116458908171	28700714072	18526700.5		62846.0	206363.5	176466.625	371785.1363636364	927003.6	29.627388535031848	UC4NALVCmcmL5ntpV0thoH6w
US	JuegaGerman	Gaming & Apps	Gaming	JuegaGerman	45900000	Gaming	Gaming,Action game,Action-adventure game,Entertainment	641782272.754717	82	0.0953030218191668	0.0653533534168384	13594315965	5479511.75			3191661.6666666665	2530465.1428571427	2008041.5714285716	2644449.714285714	25812.18867924528	UCYiGq8XF7YQD00x7wAd62Zg
US	Billie Eilish	Gaming & Apps	Music	Billie Eilish	45900000	Music	Independent music,Music,Pop music	37371320.82142857	16	0.5631284655446878	0.0185098377684407	11810491835	18540721.25	0.0	0.0	0.0	0.0	0.0	0.0	37181.53571428572	UCiGm_E4ZwYSHV3bcW1pnSeQ
US	BRIGHT SIDE	Science & Tech	Howto & Style	BRIGHT SIDE	43700000	Lifestyle	Entertainment,Lifestyle,Movies	36932146.776236586	68	0.0114371937629994	0.0022514362128582	9969944772	395681.02124505927	31853.0	50485.57142857143	50726.31578947369	53092.58536585366	64779.45555555556	89134.58192090396	950.0900287882752	UC4rlAVgAK0SGk-yTfe48Qpw
US	Katy Perry	Gaming & Apps	Music	Katy Perry	43000000	Music	Music,Pop music	5322828.25862069	57	0.0328029647153167	0.0036615314755412	23815643998	1049132.0						109411.25	2540.344827586207	UCYvmuw-JtVrTZQ-7Y4kd63Q
US	Like Nastya Show		Entertainment	Like Nastya Show	41300000	Lifestyle	Music,Lifestyle,Hobby	39269151.59533074	80	0.3795535108958838	0.0080667858320535	18673777146	15267910.666666666		17459.0	233881.0	144042.0	164313.6923076923	266031.5	0.0	UCS94J1s6-qc8v7btCdS2pNg
US	Little Baby Bum - Nursery Rhymes & Kids Songs	Music	Education	Little Baby Bum - Nursery Rhymes & Kids Songs	39200000	Entertainment	Entertainment,Music,Movies	5749294.193817878	78	0.0221789286992992	0.0184218931971802	36748994170	792125.3333333333	25032.5	69746.75	268456.05	410841.6341463415	426330.2878787879	719102.0495867769	11.811194653299916	UCKAqou7V9FAWXpZd9xtOg3Q
US	TheEllenShow		Entertainment	TheEllenShow	38300000	Entertainment	Entertainment,TV shows,Movies	167231088.84348023	81	0.0145730939619584	0.0123300931878722	22274035516	383303.09364548494		12162.8	13738.047619047618	41222.10526315789	61318.82191780822	460233.900990099	332.9654702407996	UCp0hYYBW6IMayGgR-WeoCvQ
US	xxxtentacion		Music	xxxtentacion	37400000	Hip hop music	Music,Hip hop music,Pop music,Electronic music	33550305.397590365	65	0.1648996322364008	0.0383111462964156	9632080442	6642087.75					480777.8888888889	1147972.6666666667	18591.939759036144	UCM9r1xn6s30OnlJWb-jc3Sw
US	Kimberly Loaiza	Gaming & Apps	People & Blogs	Kimberly Loaiza	36900000	Lifestyle	Lifestyle,Technology	240742149.41860464	69	0.5432478694253122	0.2826760256612255	4188413314	25171683.25			6833904.0	7232641.0	6437136.0	9154056.166666666	96580.6046511628	UCQZfFRohQ7UX-0CdXl-6pwQ
US	Daddy Yankee	Music	Music	Daddy Yankee	36600000	Pop music	Music,Hip hop music,Electronic music,Music of Latin America,Pop music	188506752.48484847	72	1.733848590613611	0.0156997770050229	20194962867	34904111.25					70521.0	98956.0	17001.939393939392	UC9TO_oo4c_LrOiKNaY6aysA
US	Toys and Colors		Entertainment	Toys and Colors	36300000	Lifestyle	Hobby,Lifestyle,Entertainment	50988592.12030075	79	0.6518068848153442	0.0942885562183696	40261342099	27828993.05		397653.0	337525.6666666667	1325536.7142857143	2690516.066666667	3359176.966666667	0.0	UCgFXm4TI8htWmCyJ6cVPG_A
US	Masha and The Bear	Music	Entertainment	Masha and The Bear	34400000	TV shows	Entertainment,TV shows,Movies	19163112.50567261	63	0.1405599352644076	0.0762270572749802	18886570104	5243045.166666667		640948.5	847750.0	1058672.25	1972177.4666666663	2601193.25	5.3354943273906	UCu59yAFE8fM0sVNTipR4edw
US	YouTube Spotlight	Gaming & Apps	Entertainment	YouTube Spotlight	33200000	Lifestyle	Lifestyle	11016951.846153846	83	0.0863615691864447	0.037476204240037	2696443232	1004240.0	2548.714285714286	2548.714285714286	2548.714285714286	2548.714285714286	283943.13333333336	1218246.75	4190.598662207358	UCBR8-60-B28hp2BmDPdntcQ
US	Like Nastya ESP	Gaming & Apps	Entertainment	Like Nastya ESP	33200000	Lifestyle	Hobby,Lifestyle,Entertainment	32867508.184931505	62	0.325030031815172	0.0328894849853081	15684324409	9520566.5		106676.0	87804.33333333333	148983.66666666666	321330.8333333333	1035198.84	0.0102739726027397	UCpEJRZdSpdVZ8vh63T9I2KQ
US	Markiplier	Gaming & Apps	Gaming	Markiplier	33100000	Gaming	Gaming,Action game,Role-playing video game,Action-adventure game	859070583.9789822	80	0.1040018567695104	0.1099125986485041	18502660860	3858356.5		1285662.0	1735298.0	2510203.6666666665	2948056.823529412	3459967.95	12199.219026548672	UC7_YxT-KID8kRbqZo7MyscQ
US	Ryan's World	Gaming & Apps	Entertainment	Ryan's World	32700000	Lifestyle	Lifestyle,Hobby	41421384.30455868	75	0.1819566823279557	0.0357239535962277	51413962658	6235625.803571428	100283.0	181348.0	279319.6666666667	724642.2857142857	949178.7857142856	1149179.9285714286	10.134820562560622	UChGJGhZ9SOOHvBB0Y4DOO_w
US	Maria Clara & JP	Gaming & Apps	People & Blogs	Maria Clara & JP	32700000	Hobby	Lifestyle,Hobby	123083709.24814814	54	0.7376805101404127	0.1355147777429275	19887856663	32027381.166666668		495461.0	2164277.5	2467280.0	3015966.5	4232483.769230769	6.637037037037037	UCKe6w0exI94U-RzqAyoY1VA
US	Mikecrack	Gaming & Apps	Gaming	Mikecrack	32200000	Action-adventure game	Entertainment,Gaming,Action game,Role-playing video game,Music,Action-adventure game	519363095.7786408	59	0.2627635569559187	0.1327742619550141	13382965827	10452367.625	473548.0	1763420.6666666667	2888305.1666666665	3914228.3333333335	3513790.590909091	3950218.0	19245.687378640778	UCqJ5zFEED1hWs0KNQCQuYdQ
US	SSSniperWolf	Gaming & Apps	Gaming	SSSniperWolf	32100000	Technology	Lifestyle,Technology	457491408.882764	72	0.1655310139606431	0.1427468429870511	19920579023	7140997.944444445		1979735.5	2885226.333333333	3409633.6923076925	3898121.357142857	4420192.827586207	12620.267857142857	UCpB959t8iPrxQWj7G6n0ctQ
US	JustinBieberVEVO	Music	Music	JustinBieberVEVO	31800000	Pop music	Music,Hip hop music,Pop music	127777643.17647058	42	1.079713776174621	0.0378486133925268	25156934979	14094849.25					553413.0	553413.0	26867.329411764706	UCHkj014U2CQ2Nv0UZeYpE_A
US	Luis Fonsi		Entertainment	Luis Fonsi	30800000	Music of Latin America	Music,Pop music,Music of Latin America	790615.8507462686	81	0.0115713457065322	0.0009435665220973	14382216393	243522.25		8822.5	12586.6	12586.6	15931.875	21974.625	387.089552238806	UCxoq-PAQeAdk_zyg8YS0JqA
US	Trap Nation	Music	Music	Trap Nation	30400000	Hip hop music	Music,Hip hop music,Pop music,Electronic music	29263861.95752896	79	0.0151920130601547	0.0034945191045193	13296705190	491095.75	30542.0	39133.5	59634.0	73471.25	81224.88235294117	93841.18181818182	433.1217391304348	UCa10nxShhzNrCE1o2ZOPztg
US	DisneyMusicVEVO	Music	Music	DisneyMusicVEVO	29700000	Movies	Entertainment,Music,Pop music,Movies	90824434.52309236	74	0.155359310574591	0.0124699107815372	24190969252	1395586.8666666667			1766589.0	152790.0	155265.5	316188.7297297297	2119.233935742972	UCgwv23FVv3lqh567yagXfNg
US	The Tonight Show Starring Jimmy Fallon	Gaming & Apps	Comedy	The Tonight Show Starring Jimmy Fallon	29700000	TV shows	Movies,TV shows,Entertainment	135086098.24552482	79	0.0178245119899839	0.0152665588877675	15881598339	398666.1178160919	46448.0	154070.0	232904.85714285716	354807.30666666664	375184.96273291926	435287.5874125874	843.7223352318958	UC8-Th83bH_thdKZDJCrn88g
US	rezendeevil	Gaming & Apps	Gaming	rezendeevil	29600000	Technology	Lifestyle,Technology	924433049.7268152	78	0.026044128778311	0.0169315300314576	12562836296	906547.1638888888	82099.5	100924.0	178473.875	257987.3333333333	381732.53125	419113.7741935484	1917.9412892403548	UCbTVTephX30ZhQF5zwFppBg
US	Dream		Action-adventure game	Dream	29500000	Action-adventure game	Gaming,Action game,Role-playing video game,Action-adventure game	108019743.4682081	74	0.795654740276281	0.0354302218085627	2617970693	34656080.75	0.0	0.0	0.0	0.0	0.0	0.0	54184.72254335261	UCTkXRDQl0luXxVQrRQvWS6w
US	BabyBus - Kids Songs and Cartoons	Gaming & Apps	Education	BabyBus - Kids Songs and Cartoons	29000000	Entertainment	Music,Movies,Entertainment	39616801.42718447	39	0.1972615784818319	0.0781116656654263	23518466796	7210520.791666666	13621.0	13621.0	955081.0	749431.8571428572	1088000.625	2235514.3529411764	12.949838187702266	UCpYye8D5fFMUPf9nSfgd4bA
US	Maluma		Music	Maluma	28600000	Hip hop music	Music,Hip hop music,Music of Latin America,Pop music	3656173.333333333	57	0.8219122286972286	0.0065971509971509	19474056278	10280274.5	0.0	0.0	0.0	0.0	0.0	0.0	5869.851851851852	UClZuKq2m0Qu-HkopkSBLpEw
US	ImagineDragons		Music	ImagineDragons	28300000	Pop music	Independent music,Music,Rock music,Pop music	2304173.25	38	0.4661513269813225	0.0058496592629984	14094435442	1194245.0			102406.5	125597.0	127762.0	127762.0	1209.178571428571	UCT9zcQNlyht7fRlcjmflRSA
US	MrBeast Gaming		Strategy video game	MrBeast Gaming	27800000	Strategy video game	Gaming,Action game,Role-playing video game,Action-adventure game,Strategy video game	95375135.94573644	71	0.9556747728159968	0.4895957523283699	4744307587	35412960.5			6828453.0	6828453.0	10186832.5	12828550.666666666	54156.77519379845	UCIPPMRA040LQr5QPyJEbmXA
US	Peppa Pig - Official Channel	Gaming & Apps	Film & Animation	Peppa Pig - Official Channel	27800000	Entertainment	Entertainment,Movies	36324747.80990099	64	0.1991179632208403	0.0545146675187037	20700474741	6448373.825	28727.0	177857.75	404734.375	736606.4	1054889.0	1497234.31147541	1.4396039603960396	UCAOtE1V7Ots4DjM8JLlrYgg
US	Talking Tom		Comedy	Talking Tom	27800000	Movies	Movies,TV shows,Entertainment	28574803.58108108	69	0.7500483351603898	0.0232344814113456	13777477487	13019389.0				1235582.0	568718.4	580975.0652173914	148.04504504504504	UCm3hAp1m1xlAz0ve_EKAo4g
US	Little Angel: Nursery Rhymes & Kids Songs	Gaming & Apps	Film & Animation	Little Angel: Nursery Rhymes & Kids Songs	27400000	Movies	Music,Movies,Entertainment	78794486.29280397	38	0.6110859473281061	0.0763895960697697	19886812585	18520854.1	30474.0	156583.5	411448.75	501290.1428571429	784248.8666666667	2015581.923076923	0.7816377171215881	UCNzsYU0aWwjERj-9Y9HUEng
US	TheDonato		Entertainment	TheDonato	27000000	Action game	Gaming,Action game	494765339.6854304	63	0.0703715286158122	0.0272708337151871	4997475333	2735315.35		61288.42857142857	188801.9333333333	344960.3461538461	430072.7804878049	526603.1477272727	7351.350441501104	UCaHEdZtk6k7SVP-umnzifmQ
US	[토이푸딩] ToyPudding TV	Gaming & Apps	Entertainment	[토이푸딩] ToyPudding TV	26600000	Lifestyle	Hobby,Lifestyle,Food	4840587.741163055	75	0.0213462639637863	0.0006391721153443	15550107919	296887.53571428574					15105.29411764706	15105.29411764706	28.45267958950969	UCKqx9r4mrFglauNBJc1L_eg
US	Wiz Khalifa	Gaming & Apps	Music	Wiz Khalifa	26300000	Hip hop music	Music,Hip hop music	31480236.72619048	77	0.0817683141948382	0.0071133957197382	12431651158	2354512.25				336259.0	336259.0	129990.95	1915.940476190476	UCVp3nfGRxmMadNDuVbJSk8A
US	DanTDM	Gaming & Apps	Gaming	DanTDM	26100000	Role-playing video game	Role-playing video game,Gaming,Action game,Action-adventure game	327301869.1664026	79	0.1309453511120826	0.0489835843401972	18742286029	3750864.875	109508.0	109508.0	643622.5	643622.5	1064335.1666666667	1173282.857142857	13967.437400950872	UCS5Oz6CHmeoF7vSad0qqXfw
US	Genevieve's Playhouse - Learning Videos for Kids	Gaming & Apps	Film & Animation	Genevieve's Playhouse - Learning Videos for Kids	26000000	Lifestyle	Hobby,Lifestyle,Entertainment	27886047.56756757	60	0.9011255149218698	0.0255147156098406	18050272220	31740756.0			47890.0	194846.5	194846.5	614968.6666666666	0.6621621621621622	UCK5Q72Uyo73uRPk8PmM2A3w
US	WORLDSTARHIPHOP	Music	Music	WORLDSTARHIPHOP	25900000	Music	Music,Hip hop music	76997320.63834673	73	0.0273364577469055	0.0043754749522361	19330656067	419659.851010101	27424.0	23594.5	37450.11111111111	42906.625	76166.96428571429	99613.56666666668	1250.1048603138156	UC-yXuc1__OzjwpsJPlxYUCQ
US	TaylorSwiftVEVO	Music	Music	TaylorSwiftVEVO	25900000	Music	Music,Independent music,Pop music,Country,Christian music	91978482.69306932	83	0.7365051506173783	0.1202772205869235	23100088153	9994058.0	652935.0	652935.0	652935.0	652935.0	652935.0	2710300.6666666665	20032.138613861385	UCANLZYMidaCbLQFWXBC95Jg
US	VanossGaming	Gaming & Apps	Gaming	VanossGaming	25700000	Gaming	Gaming,Action game,Role-playing video game,Action-adventure game	124485316.50655022	81	0.0919130035285655	0.0529765008498484	14814514676	2925753.9375	485906.0	678235.0	827726.5	1083820.857142857	1156336.7333333334	1280756.8709677418	1145.0087336244542	UCKqH_9mk1waLgBiL2vT5b9g
US	Diana and Roma ESP		Entertainment	Diana and Roma ESP	25600000	Lifestyle	Hobby,Lifestyle,Entertainment	18259274.39679359	72	0.3367404973083422	0.1076583623613239	9951799519	7731874.0		453704.0	712886.0	919497.6666666666	1923808.5714285716	2707562.466666667	0.0	UCqNmJfc7RgMU6hTxOOuCYHQ
US	व्लाद और निकिता		Entertainment	व्लाद और निकिता	25500000	Lifestyle	Hobby,Lifestyle	29021658.206521746	1	0.5834675135549873	0.0537455904518329	15541923143	17177309.5	8062.0	8062.0	544836.6666666666	608384.2	894343.9	1300580.85	0.0	UCUMxxg0KvWiSWHUXRPpnKzw
US	Vlad và Nikita		Entertainment	Vlad và Nikita	25300000	Lifestyle	Music,Hobby,Lifestyle	38015965.40585774	79	1.0507179145746164	0.1697560233304618	16055918867	33811028.5	660250.0	660250.0	1110927.0	1112283.2	1857361.0	3977411.823529412	0.0	UCcOMTVILq-yIqtFmOqt-QOg
US	RihannaVEVO	Gaming & Apps	Music	RihannaVEVO	25200000	Rhythm and blues	Pop music,Rhythm and blues,Hip hop music,Music,Electronic music	102787670.0	41	6.431747196031746	0.0401622261904761	17967902245	88722202.0	0.0	0.0	0.0	0.0	0.0	0.0	42393.1	UC2xskkQVFEpLcGFnNSLQY0A
US	Smosh	Gaming & Apps	Comedy	Smosh	25000000	Entertainment	Entertainment,Lifestyle,Movies	63423871.89247312	82	0.0549780104301075	0.0183222231336405	10167665364	1668707.5		191825.0	226571.0	221784.3333333333	293990.92307692306	408676.8928571429	2467.537634408602	UCY30JRSgfhYXA6i6xX1erWg
US	Nick Jr.		Film & Animation	Nick Jr.	24900000	Movies	Movies,TV shows,Entertainment	9113271.348421453	58	0.0265477270938681	0.0206714018250524	20429943688	541040.1567460317	45840.333333333336	76337.22222222222	114274.2105263158	146453.1794871795	386031.1219512195	512730.7647058824	16.703689615823507	UCUe6ZpY6TJ0no8jI4l2iLxw
US	KatyPerryVEVO	Gaming & Apps	Music	KatyPerryVEVO	24800000	Pop music	Music,Pop music	69822504.30681819	83	1.4573080938416425	0.0173847012463343	22561778561	28462813.0	0.0	0.0	0.0	0.0	0.0	0.0	22821.852272727272	UC-8Q-hLdECwQmaWNwXitYDw
US	Super JoJo - Nursery Rhymes & Kids Songs		Education	Super JoJo - Nursery Rhymes & Kids Songs	24400000	Movies	Music,Movies,Entertainment	2809022.950236967	60	0.4329242208048312	0.0267917342892577	994418044	10957848.0	225979.0	175767.0	392456.8571428572	510356.0714285714	609104.0370370371	609104.0370370371	26.613744075829384	UCHN9P-CQVBQ1ba8o1NQJVCA
US	Nicki Minaj	LifeStyle	Music	Nicki Minaj	24400000	Hip hop music	Music,Hip hop music,Pop music	4117325.0	18	0.2539820372818615	0.0057666657852987	9310281416	7688954.25	0.0	0.0	0.0	0.0	0.0	0.0	7889.709677419355	UC3jOd7GUMhpgJRBhiLzuLsg
US	ZHC	Gaming & Apps	Howto & Style	ZHC	24200000	Technology	Lifestyle,Technology,Hobby	149644392.2091503	4	0.7697138551370626	0.2203727326743369	2186015533	26918269.5						4778361.0	49103.751633986925	UClQubH2NeMmGLTLgNdLBwXg
US	David Guetta	Gaming & Apps	Music	David Guetta	24200000	Electronic music	Music,Hip hop music,Pop music,Electronic music	27690147.76	79	0.1216254323080355	0.0491785646103896	15826729467	2730757.0				73859.0	150535.0	1144851.4285714286	1386.875	UC1l7wYrva1qCH-wgqcHaaRg
US	Post Malone	Gaming & Apps	Music	Post Malone	24000000	Music	Music,Hip hop music,Pop music	16471431.948275862	57	1.5294475265804597	0.0690768462643678	12252459767	14483462.0				106681.0	1860830.5	1310594.0	11098.637931034482	UCeLHszkByNZtPKcaVXOCOQQ
US	James Charles	Gaming & Apps	Entertainment	James Charles	24000000	Lifestyle	Lifestyle	182740860.0	61	0.4062314498069498	0.0554937314457314	3664440993	12810318.5			687561.0	621661.6666666666	619513.4	835437.6666666666	38414.74517374517	UCucot-Zp428OwkyRm2I7v2Q
US	Netflix		Entertainment	Netflix	24000000	TV shows	Entertainment,TV shows,Movies	106820094.8718734	63	0.0307197862429811	0.0427117850812342	5551273418	691757.5131578947	21786.0	86328.5	273454.5	278023.14285714284	676167.1518987342	1004603.9195402298	1311.4910668708524	UCWOA1ZGywLbqmigxE4Qlvuw
US	ABCkidTV - Nursery Rhymes	Gaming & Apps	Education	ABCkidTV - Nursery Rhymes	138000000	Movies	Entertainment,Music,Movies	220990134.604534	63	0.6417156982623298	0.1160036838833879	133025325473	70271260.25	1837916.0	1837916.0	4891832.0	7052576.5	12654329.666666666	15722844.705882354	146.70025188916875	UCbCmjCuTUZos6Inko4u57UQ
US	PewDiePie	Gaming & Apps	Gaming	PewDiePie	111000000	Lifestyle	Gaming,Action game,Lifestyle,Action-adventure game	2191405541.9968915	88	0.0634261274518041	0.0448460750046678	28424113942	7718344.847222222			3497395.0	3094440.4	3620273.5	4454119.625	35839.78134715026	UC-lHJZR3Gqxm24_Vd_AJ5Yw
US	MrBeast	Gaming & Apps	Entertainment	MrBeast	98100000	Lifestyle	Entertainment,Lifestyle,Technology	1731833460.8526316	60	0.7292095495953983	0.5702702245292129	16242634269	98762497.25			29941021.0	29941021.0	29941021.0	53434733.0	113432.37368421051	UCX6OQ3DkcsbYNE6H8uQQuVA
US	Like Nastya		People & Blogs	Like Nastya	97300000	Hobby	Lifestyle,Hobby	280877652.3913044	79	1.0267606736835264	0.2313880596385324	80111555805	138163704.5		3946868.0	5829929.0	9480138.25	13756907.666666666	22108751.05263158	0.2924901185770751	UCJplp5SjeGSdVdwsfb9Q7lQ
US	✿ Kids Diana Show	Gaming & Apps	Entertainment	✿ Kids Diana Show	97200000	Lifestyle	Lifestyle,Hobby	235190437.5142315	67	0.690341775052514	0.2438531204508441	77340155581	86417353.25			7539489.5	9148087.75	14347388.625	23467097.444444444	0.0	UCk8GzjMOrta8yxDcKfylJYw
US	Vlad and Niki		Entertainment	Vlad and Niki	83500000	Hobby	Lifestyle,Hobby	146245435.4059406	82	0.9763812137605976	0.1210662691172111	65143080313	108949716.5		4354700.0	3010898.0	3141540.75	6909962.375	9793168.6	0.0	UCvlE5gTbOvjiolFlEm-c_Ow
